Country,Crop,Average_annual_rainfall(mm),Pesticides_used(tonnes),Average_temperature(degree C),Crop_yield(hg/ha)
India,Sorghum,1083.0,61357.0,24.84,7786
India,Sorghum,1083.0,61357.0,26.46,7786
India,Sorghum,1083.0,61357.0,24.71,7786
India,Sorghum,1083.0,61357.0,26.55,7786
India,Sorghum,1083.0,61357.0,26.55,7786
India,Sorghum,1083.0,61357.0,25.95,7786
India,Soybeans,1083.0,61357.0,25.75,9106
India,Soybeans,1083.0,61357.0,26.74,9106
India,Soybeans,1083.0,61357.0,26.03,9106
India,Soybeans,1083.0,61357.0,24.29,9106
India,Soybeans,1083.0,61357.0,25.22,9106
India,Soybeans,1083.0,61357.0,25.33,9106
India,Soybeans,1083.0,61357.0,25.87,9106
India,Soybeans,1083.0,61357.0,26.54,9106
India,Soybeans,1083.0,61357.0,27.07,9106
India,Soybeans,1083.0,61357.0,25.01,9106
India,Soybeans,1083.0,61357.0,25.92,9106
India,Soybeans,1083.0,61357.0,25.33,9106
India,Soybeans,1083.0,61357.0,24.29,9106
India,Soybeans,1083.0,61357.0,25.75,9106
India,Soybeans,1083.0,61357.0,25.87,9106
India,Soybeans,1083.0,61357.0,25.71,9106
India,Soybeans,1083.0,61357.0,24.84,9106
India,Soybeans,1083.0,61357.0,26.46,9106
India,Soybeans,1083.0,61357.0,24.71,9106
India,Soybeans,1083.0,61357.0,26.55,9106
India,Soybeans,1083.0,61357.0,26.55,9106
India,Soybeans,1083.0,61357.0,25.95,9106
India,Sweet potatoes,1083.0,61357.0,25.75,84823
India,Sweet potatoes,1083.0,61357.0,26.74,84823
India,Sweet potatoes,1083.0,61357.0,26.03,84823
India,Sweet potatoes,1083.0,61357.0,24.29,84823
India,Sweet potatoes,1083.0,61357.0,25.22,84823
India,Sweet potatoes,1083.0,61357.0,25.33,84823
India,Sweet potatoes,1083.0,61357.0,25.87,84823
India,Sweet potatoes,1083.0,61357.0,26.54,84823
India,Sweet potatoes,1083.0,61357.0,27.07,84823
India,Sweet potatoes,1083.0,61357.0,25.01,84823
India,Sweet potatoes,1083.0,61357.0,25.92,84823
India,Sweet potatoes,1083.0,61357.0,25.33,84823
India,Sweet potatoes,1083.0,61357.0,24.29,84823
India,Sweet potatoes,1083.0,61357.0,25.75,84823
India,Sweet potatoes,1083.0,61357.0,25.87,84823
India,Sweet potatoes,1083.0,61357.0,25.71,84823
India,Sweet potatoes,1083.0,61357.0,24.84,84823
India,Sweet potatoes,1083.0,61357.0,26.46,84823
India,Sweet potatoes,1083.0,61357.0,24.71,84823
India,Sweet potatoes,1083.0,61357.0,26.55,84823
India,Sweet potatoes,1083.0,61357.0,26.55,84823
India,Sweet potatoes,1083.0,61357.0,25.95,84823
India,Wheat,1083.0,61357.0,25.75,23796
India,Wheat,1083.0,61357.0,26.74,23796
India,Wheat,1083.0,61357.0,26.03,23796
India,Wheat,1083.0,61357.0,24.29,23796
India,Wheat,1083.0,61357.0,25.22,23796
India,Wheat,1083.0,61357.0,25.33,23796
India,Wheat,1083.0,61357.0,25.87,23796
India,Wheat,1083.0,61357.0,26.54,23796
India,Wheat,1083.0,61357.0,27.07,23796
India,Wheat,1083.0,61357.0,25.01,23796
India,Wheat,1083.0,61357.0,25.92,23796
India,Wheat,1083.0,61357.0,25.33,23796
India,Wheat,1083.0,61357.0,24.29,23796
India,Wheat,1083.0,61357.0,25.75,23796
India,Wheat,1083.0,61357.0,25.87,23796
India,Wheat,1083.0,61357.0,25.71,23796
India,Wheat,1083.0,61357.0,24.84,23796
India,Wheat,1083.0,61357.0,26.46,23796
India,Wheat,1083.0,61357.0,24.71,23796
India,Wheat,1083.0,61357.0,26.55,23796
India,Wheat,1083.0,61357.0,26.55,23796
India,Wheat,1083.0,61357.0,25.95,23796
India,Cassava,1083.0,61257.0,25.86,252775
India,Cassava,1083.0,61257.0,27.2,252775
India,Cassava,1083.0,61257.0,26.15,252775
India,Cassava,1083.0,61257.0,24.04,252775
India,Cassava,1083.0,61257.0,25.44,252775
India,Cassava,1083.0,61257.0,25.73,252775
India,Cassava,1083.0,61257.0,25.92,252775
India,Cassava,1083.0,61257.0,26.62,252775
India,Cassava,1083.0,61257.0,27.24,252775
India,Cassava,1083.0,61257.0,25.5,252775
India,Cassava,1083.0,61257.0,26.13,252775
India,Cassava,1083.0,61257.0,25.55,252775
India,Cassava,1083.0,61257.0,24.04,252775
India,Cassava,1083.0,61257.0,26.04,252775
India,Cassava,1083.0,61257.0,25.92,252775
India,Cassava,1083.0,61257.0,25.76,252775
India,Cassava,1083.0,61257.0,25.24,252775
India,Cassava,1083.0,61257.0,26.72,252775
India,Cassava,1083.0,61257.0,24.64,252775
India,Cassava,1083.0,61257.0,27.03,252775
India,Cassava,1083.0,61257.0,27.03,252775
India,Cassava,1083.0,61257.0,26.01,252775
India,Maize,1083.0,61257.0,25.86,15946
India,Maize,1083.0,61257.0,27.2,15946
India,Maize,1083.0,61257.0,26.15,15946
India,Maize,1083.0,61257.0,24.04,15946
India,Maize,1083.0,61257.0,25.44,15946
India,Maize,1083.0,61257.0,25.73,15946
India,Maize,1083.0,61257.0,25.92,15946
India,Maize,1083.0,61257.0,26.62,15946
India,Maize,1083.0,61257.0,27.24,15946
India,Maize,1083.0,61257.0,25.5,15946
India,Maize,1083.0,61257.0,26.13,15946
India,Maize,1083.0,61257.0,25.55,15946
India,Maize,1083.0,61257.0,24.04,15946
India,Maize,1083.0,61257.0,26.04,15946
India,Maize,1083.0,61257.0,25.92,15946
India,Maize,1083.0,61257.0,25.76,15946
India,Maize,1083.0,61257.0,25.24,15946
India,Maize,1083.0,61257.0,26.72,15946
India,Maize,1083.0,61257.0,24.64,15946
India,Maize,1083.0,61257.0,27.03,15946
India,Maize,1083.0,61257.0,27.03,15946
India,Maize,1083.0,61257.0,26.01,15946
India,Potatoes,1083.0,61257.0,25.86,162720
India,Potatoes,1083.0,61257.0,27.2,162720
India,Potatoes,1083.0,61257.0,26.15,162720
India,Potatoes,1083.0,61257.0,24.04,162720
India,Potatoes,1083.0,61257.0,25.44,162720
India,Potatoes,1083.0,61257.0,25.73,162720
India,Potatoes,1083.0,61257.0,25.92,162720
India,Potatoes,1083.0,61257.0,26.62,162720
India,Potatoes,1083.0,61257.0,27.24,162720
India,Potatoes,1083.0,61257.0,25.5,162720
India,Potatoes,1083.0,61257.0,26.13,162720
India,Potatoes,1083.0,61257.0,25.55,162720
India,Potatoes,1083.0,61257.0,24.04,162720
India,Potatoes,1083.0,61257.0,26.04,162720
India,Potatoes,1083.0,61257.0,25.92,162720
India,Potatoes,1083.0,61257.0,25.76,162720
India,Potatoes,1083.0,61257.0,25.24,162720
India,Potatoes,1083.0,61257.0,26.72,162720
India,Potatoes,1083.0,61257.0,24.64,162720
India,Potatoes,1083.0,61257.0,27.03,162720
India,Potatoes,1083.0,61257.0,27.03,162720
India,Potatoes,1083.0,61257.0,26.01,162720
India,"Rice, paddy",1083.0,61257.0,25.86,26972
India,"Rice, paddy",1083.0,61257.0,27.2,26972
India,"Rice, paddy",1083.0,61257.0,26.15,26972
India,"Rice, paddy",1083.0,61257.0,24.04,26972
India,"Rice, paddy",1083.0,61257.0,25.44,26972
India,"Rice, paddy",1083.0,61257.0,25.73,26972
India,"Rice, paddy",1083.0,61257.0,25.92,26972
India,"Rice, paddy",1083.0,61257.0,26.62,26972
India,"Rice, paddy",1083.0,61257.0,27.24,26972
India,"Rice, paddy",1083.0,61257.0,25.5,26972
India,"Rice, paddy",1083.0,61257.0,26.13,26972
India,"Rice, paddy",1083.0,61257.0,25.55,26972
India,"Rice, paddy",1083.0,61257.0,24.04,26972
India,"Rice, paddy",1083.0,61257.0,26.04,26972
India,"Rice, paddy",1083.0,61257.0,25.92,26972
India,"Rice, paddy",1083.0,61257.0,25.76,26972
India,"Rice, paddy",1083.0,61257.0,25.24,26972
India,"Rice, paddy",1083.0,61257.0,26.72,26972
India,"Rice, paddy",1083.0,61257.0,24.64,26972
India,"Rice, paddy",1083.0,61257.0,27.03,26972
India,"Rice, paddy",1083.0,61257.0,27.03,26972
India,"Rice, paddy",1083.0,61257.0,26.01,26972
India,Sorghum,1083.0,61257.0,25.86,8235
India,Sorghum,1083.0,61257.0,27.2,8235
India,Sorghum,1083.0,61257.0,26.15,8235
India,Sorghum,1083.0,61257.0,24.04,8235
India,Sorghum,1083.0,61257.0,25.44,8235
India,Sorghum,1083.0,61257.0,25.73,8235
India,Sorghum,1083.0,61257.0,25.92,8235
India,Sorghum,1083.0,61257.0,26.62,8235
India,Sorghum,1083.0,61257.0,27.24,8235
India,Sorghum,1083.0,61257.0,25.5,8235
India,Sorghum,1083.0,61257.0,26.13,8235
India,Sorghum,1083.0,61257.0,25.55,8235
India,Sorghum,1083.0,61257.0,24.04,8235
India,Sorghum,1083.0,61257.0,26.04,8235
India,Sorghum,1083.0,61257.0,25.92,8235
India,Sorghum,1083.0,61257.0,25.76,8235
India,Sorghum,1083.0,61257.0,25.24,8235
India,Sorghum,1083.0,61257.0,26.72,8235
India,Sorghum,1083.0,61257.0,24.64,8235
India,Sorghum,1083.0,61257.0,27.03,8235
India,Sorghum,1083.0,61257.0,27.03,8235
India,Sorghum,1083.0,61257.0,26.01,8235
India,Soybeans,1083.0,61257.0,25.86,10121
India,Soybeans,1083.0,61257.0,27.2,10121
India,Soybeans,1083.0,61257.0,26.15,10121
India,Soybeans,1083.0,61257.0,24.04,10121
India,Soybeans,1083.0,61257.0,25.44,10121
India,Soybeans,1083.0,61257.0,25.73,10121
India,Soybeans,1083.0,61257.0,25.92,10121
India,Soybeans,1083.0,61257.0,26.62,10121
India,Soybeans,1083.0,61257.0,27.24,10121
India,Soybeans,1083.0,61257.0,25.5,10121
India,Soybeans,1083.0,61257.0,26.13,10121
India,Soybeans,1083.0,61257.0,25.55,10121
India,Soybeans,1083.0,61257.0,24.04,10121
India,Soybeans,1083.0,61257.0,26.04,10121
India,Soybeans,1083.0,61257.0,25.92,10121
India,Soybeans,1083.0,61257.0,25.76,10121
India,Soybeans,1083.0,61257.0,25.24,10121
India,Soybeans,1083.0,61257.0,26.72,10121
India,Soybeans,1083.0,61257.0,24.64,10121
India,Soybeans,1083.0,61257.0,27.03,10121
India,Soybeans,1083.0,61257.0,27.03,10121
India,Soybeans,1083.0,61257.0,26.01,10121
India,Sweet potatoes,1083.0,61257.0,25.86,80643
India,Sweet potatoes,1083.0,61257.0,27.2,80643
India,Sweet potatoes,1083.0,61257.0,26.15,80643
India,Sweet potatoes,1083.0,61257.0,24.04,80643
India,Sweet potatoes,1083.0,61257.0,25.44,80643
India,Sweet potatoes,1083.0,61257.0,25.73,80643
India,Sweet potatoes,1083.0,61257.0,25.92,80643
India,Sweet potatoes,1083.0,61257.0,26.62,80643
India,Sweet potatoes,1083.0,61257.0,27.24,80643
India,Sweet potatoes,1083.0,61257.0,25.5,80643
India,Sweet potatoes,1083.0,61257.0,26.13,80643
India,Sweet potatoes,1083.0,61257.0,25.55,80643
India,Sweet potatoes,1083.0,61257.0,24.04,80643
India,Sweet potatoes,1083.0,61257.0,26.04,80643
India,Sweet potatoes,1083.0,61257.0,25.92,80643
India,Sweet potatoes,1083.0,61257.0,25.76,80643
India,Sweet potatoes,1083.0,61257.0,25.24,80643
India,Sweet potatoes,1083.0,61257.0,26.72,80643
India,Sweet potatoes,1083.0,61257.0,24.64,80643
India,Sweet potatoes,1083.0,61257.0,27.03,80643
India,Sweet potatoes,1083.0,61257.0,27.03,80643
India,Sweet potatoes,1083.0,61257.0,26.01,80643
India,Wheat,1083.0,61257.0,25.86,25590
India,Wheat,1083.0,61257.0,27.2,25590
India,Wheat,1083.0,61257.0,26.15,25590
India,Wheat,1083.0,61257.0,24.04,25590
India,Wheat,1083.0,61257.0,25.44,25590
India,Wheat,1083.0,61257.0,25.73,25590
India,Wheat,1083.0,61257.0,25.92,25590
India,Wheat,1083.0,61257.0,26.62,25590
India,Wheat,1083.0,61257.0,27.24,25590
India,Wheat,1083.0,61257.0,25.5,25590
India,Wheat,1083.0,61257.0,26.13,25590
India,Wheat,1083.0,61257.0,25.55,25590
India,Wheat,1083.0,61257.0,24.04,25590
India,Wheat,1083.0,61257.0,26.04,25590
India,Wheat,1083.0,61257.0,25.92,25590
India,Wheat,1083.0,61257.0,25.76,25590
India,Wheat,1083.0,61257.0,25.24,25590
India,Wheat,1083.0,61257.0,26.72,25590
India,Wheat,1083.0,61257.0,24.64,25590
India,Wheat,1083.0,61257.0,27.03,25590
India,Wheat,1083.0,61257.0,27.03,25590
India,Wheat,1083.0,61257.0,26.01,25590
India,Cassava,1083.0,56114.0,25.63,238528
India,Cassava,1083.0,56114.0,27.06,238528
India,Cassava,1083.0,56114.0,26.1,238528
India,Cassava,1083.0,56114.0,23.81,238528
India,Cassava,1083.0,56114.0,25.41,238528
India,Cassava,1083.0,56114.0,25.9,238528
India,Cassava,1083.0,56114.0,25.55,238528
India,Cassava,1083.0,56114.0,26.65,238528
India,Cassava,1083.0,56114.0,27.37,238528
India,Cassava,1083.0,56114.0,25.55,238528
India,Cassava,1083.0,56114.0,25.79,238528
India,Cassava,1083.0,56114.0,25.31,238528
India,Cassava,1083.0,56114.0,23.81,238528
India,Cassava,1083.0,56114.0,26.46,238528
India,Cassava,1083.0,56114.0,25.55,238528
India,Cassava,1083.0,56114.0,25.75,238528
India,Cassava,1083.0,56114.0,25.34,238528
India,Cassava,1083.0,56114.0,26.64,238528
India,Cassava,1083.0,56114.0,24.78,238528
India,Cassava,1083.0,56114.0,27.01,238528
India,Cassava,1083.0,56114.0,27.01,238528
India,Cassava,1083.0,56114.0,25.99,238528
India,Maize,1083.0,56114.0,25.63,17094
India,Maize,1083.0,56114.0,27.06,17094
India,Maize,1083.0,56114.0,26.1,17094
India,Maize,1083.0,56114.0,23.81,17094
India,Maize,1083.0,56114.0,25.41,17094
India,Maize,1083.0,56114.0,25.9,17094
India,Maize,1083.0,56114.0,25.55,17094
India,Maize,1083.0,56114.0,26.65,17094
India,Maize,1083.0,56114.0,27.37,17094
India,Maize,1083.0,56114.0,25.55,17094
India,Maize,1083.0,56114.0,25.79,17094
India,Maize,1083.0,56114.0,25.31,17094
India,Maize,1083.0,56114.0,23.81,17094
India,Maize,1083.0,56114.0,26.46,17094
India,Maize,1083.0,56114.0,25.55,17094
India,Maize,1083.0,56114.0,25.75,17094
India,Maize,1083.0,56114.0,25.34,17094
India,Maize,1083.0,56114.0,26.64,17094
India,Maize,1083.0,56114.0,24.78,17094
India,Maize,1083.0,56114.0,27.01,17094
India,Maize,1083.0,56114.0,27.01,17094
India,Maize,1083.0,56114.0,25.99,17094
India,Potatoes,1083.0,56114.0,25.63,169913
India,Potatoes,1083.0,56114.0,27.06,169913
India,Potatoes,1083.0,56114.0,26.1,169913
India,Potatoes,1083.0,56114.0,23.81,169913
India,Potatoes,1083.0,56114.0,25.41,169913
India,Potatoes,1083.0,56114.0,25.9,169913
India,Potatoes,1083.0,56114.0,25.55,169913
India,Potatoes,1083.0,56114.0,26.65,169913
India,Potatoes,1083.0,56114.0,27.37,169913
India,Potatoes,1083.0,56114.0,25.55,169913
India,Potatoes,1083.0,56114.0,25.79,169913
India,Potatoes,1083.0,56114.0,25.31,169913
India,Potatoes,1083.0,56114.0,23.81,169913
India,Potatoes,1083.0,56114.0,26.46,169913
India,Potatoes,1083.0,56114.0,25.55,169913
India,Potatoes,1083.0,56114.0,25.75,169913
India,Potatoes,1083.0,56114.0,25.34,169913
India,Potatoes,1083.0,56114.0,26.64,169913
India,Potatoes,1083.0,56114.0,24.78,169913
India,Potatoes,1083.0,56114.0,27.01,169913
India,Potatoes,1083.0,56114.0,27.01,169913
India,Potatoes,1083.0,56114.0,25.99,169913
India,"Rice, paddy",1083.0,56114.0,25.63,28226
India,"Rice, paddy",1083.0,56114.0,27.06,28226
India,"Rice, paddy",1083.0,56114.0,26.1,28226
India,"Rice, paddy",1083.0,56114.0,23.81,28226
India,"Rice, paddy",1083.0,56114.0,25.41,28226
India,"Rice, paddy",1083.0,56114.0,25.9,28226
India,"Rice, paddy",1083.0,56114.0,25.55,28226
India,"Rice, paddy",1083.0,56114.0,26.65,28226
India,"Rice, paddy",1083.0,56114.0,27.37,28226
India,"Rice, paddy",1083.0,56114.0,25.55,28226
India,"Rice, paddy",1083.0,56114.0,25.79,28226
India,"Rice, paddy",1083.0,56114.0,25.31,28226
India,"Rice, paddy",1083.0,56114.0,23.81,28226
India,"Rice, paddy",1083.0,56114.0,26.46,28226
India,"Rice, paddy",1083.0,56114.0,25.55,28226
India,"Rice, paddy",1083.0,56114.0,25.75,28226
India,"Rice, paddy",1083.0,56114.0,25.34,28226
India,"Rice, paddy",1083.0,56114.0,26.64,28226
India,"Rice, paddy",1083.0,56114.0,24.78,28226
India,"Rice, paddy",1083.0,56114.0,27.01,28226
India,"Rice, paddy",1083.0,56114.0,27.01,28226
India,"Rice, paddy",1083.0,56114.0,25.99,28226
India,Sorghum,1083.0,56114.0,25.63,9591
India,Sorghum,1083.0,56114.0,27.06,9591
India,Sorghum,1083.0,56114.0,26.1,9591
India,Sorghum,1083.0,56114.0,23.81,9591
India,Sorghum,1083.0,56114.0,25.41,9591
India,Sorghum,1083.0,56114.0,25.9,9591
India,Sorghum,1083.0,56114.0,25.55,9591
India,Sorghum,1083.0,56114.0,26.65,9591
India,Sorghum,1083.0,56114.0,27.37,9591
India,Sorghum,1083.0,56114.0,25.55,9591
India,Sorghum,1083.0,56114.0,25.79,9591
India,Sorghum,1083.0,56114.0,25.31,9591
India,Sorghum,1083.0,56114.0,23.81,9591
India,Sorghum,1083.0,56114.0,26.46,9591
India,Sorghum,1083.0,56114.0,25.55,9591
India,Sorghum,1083.0,56114.0,25.75,9591
India,Sorghum,1083.0,56114.0,25.34,9591
India,Sorghum,1083.0,56114.0,26.64,9591
India,Sorghum,1083.0,56114.0,24.78,9591
India,Sorghum,1083.0,56114.0,27.01,9591
India,Sorghum,1083.0,56114.0,27.01,9591
India,Sorghum,1083.0,56114.0,25.99,9591
India,Soybeans,1083.0,56114.0,25.63,10319
India,Soybeans,1083.0,56114.0,27.06,10319
India,Soybeans,1083.0,56114.0,26.1,10319
India,Soybeans,1083.0,56114.0,23.81,10319
India,Soybeans,1083.0,56114.0,25.41,10319
India,Soybeans,1083.0,56114.0,25.9,10319
India,Soybeans,1083.0,56114.0,25.55,10319
India,Soybeans,1083.0,56114.0,26.65,10319
India,Soybeans,1083.0,56114.0,27.37,10319
India,Soybeans,1083.0,56114.0,25.55,10319
India,Soybeans,1083.0,56114.0,25.79,10319
India,Soybeans,1083.0,56114.0,25.31,10319
India,Soybeans,1083.0,56114.0,23.81,10319
India,Soybeans,1083.0,56114.0,26.46,10319
India,Soybeans,1083.0,56114.0,25.55,10319
India,Soybeans,1083.0,56114.0,25.75,10319
India,Soybeans,1083.0,56114.0,25.34,10319
India,Soybeans,1083.0,56114.0,26.64,10319
India,Soybeans,1083.0,56114.0,24.78,10319
India,Soybeans,1083.0,56114.0,27.01,10319
India,Soybeans,1083.0,56114.0,27.01,10319
India,Soybeans,1083.0,56114.0,25.99,10319
India,Sweet potatoes,1083.0,56114.0,25.63,80716
India,Sweet potatoes,1083.0,56114.0,27.06,80716
India,Sweet potatoes,1083.0,56114.0,26.1,80716
India,Sweet potatoes,1083.0,56114.0,23.81,80716
India,Sweet potatoes,1083.0,56114.0,25.41,80716
India,Sweet potatoes,1083.0,56114.0,25.9,80716
India,Sweet potatoes,1083.0,56114.0,25.55,80716
India,Sweet potatoes,1083.0,56114.0,26.65,80716
India,Sweet potatoes,1083.0,56114.0,27.37,80716
India,Sweet potatoes,1083.0,56114.0,25.55,80716
India,Sweet potatoes,1083.0,56114.0,25.79,80716
India,Sweet potatoes,1083.0,56114.0,25.31,80716
India,Sweet potatoes,1083.0,56114.0,23.81,80716
India,Sweet potatoes,1083.0,56114.0,26.46,80716
India,Sweet potatoes,1083.0,56114.0,25.55,80716
India,Sweet potatoes,1083.0,56114.0,25.75,80716
India,Sweet potatoes,1083.0,56114.0,25.34,80716
India,Sweet potatoes,1083.0,56114.0,26.64,80716
India,Sweet potatoes,1083.0,56114.0,24.78,80716
India,Sweet potatoes,1083.0,56114.0,27.01,80716
India,Sweet potatoes,1083.0,56114.0,27.01,80716
India,Sweet potatoes,1083.0,56114.0,25.99,80716
India,Wheat,1083.0,56114.0,25.63,24828
India,Wheat,1083.0,56114.0,27.06,24828
India,Wheat,1083.0,56114.0,26.1,24828
India,Wheat,1083.0,56114.0,23.81,24828
India,Wheat,1083.0,56114.0,25.41,24828
India,Wheat,1083.0,56114.0,25.9,24828
India,Wheat,1083.0,56114.0,25.55,24828
India,Wheat,1083.0,56114.0,26.65,24828
India,Wheat,1083.0,56114.0,27.37,24828
India,Wheat,1083.0,56114.0,25.55,24828
India,Wheat,1083.0,56114.0,25.79,24828
India,Wheat,1083.0,56114.0,25.31,24828
India,Wheat,1083.0,56114.0,23.81,24828
India,Wheat,1083.0,56114.0,26.46,24828
India,Wheat,1083.0,56114.0,25.55,24828
India,Wheat,1083.0,56114.0,25.75,24828
India,Wheat,1083.0,56114.0,25.34,24828
India,Wheat,1083.0,56114.0,26.64,24828
India,Wheat,1083.0,56114.0,24.78,24828
India,Wheat,1083.0,56114.0,27.01,24828
India,Wheat,1083.0,56114.0,27.01,24828
India,Wheat,1083.0,56114.0,25.99,24828
India,Cassava,1083.0,52279.0,24.92,221117
India,Cassava,1083.0,52279.0,26.45,221117
India,Cassava,1083.0,52279.0,25.58,221117
India,Cassava,1083.0,52279.0,23.26,221117
India,Cassava,1083.0,52279.0,25.68,221117
India,Cassava,1083.0,52279.0,25.09,221117
India,Cassava,1083.0,52279.0,24.71,221117
India,Cassava,1083.0,52279.0,26.19,221117
India,Cassava,1083.0,52279.0,27.47,221117
India,Cassava,1083.0,52279.0,24.77,221117
India,Cassava,1083.0,52279.0,24.83,221117
India,Cassava,1083.0,52279.0,24.71,221117
India,Cassava,1083.0,52279.0,23.26,221117
India,Cassava,1083.0,52279.0,25.75,221117
India,Cassava,1083.0,52279.0,24.71,221117
India,Cassava,1083.0,52279.0,25.46,221117
India,Cassava,1083.0,52279.0,25.21,221117
India,Cassava,1083.0,52279.0,26.38,221117
India,Cassava,1083.0,52279.0,24.55,221117
India,Cassava,1083.0,52279.0,26.53,221117
India,Cassava,1083.0,52279.0,26.53,221117
India,Cassava,1083.0,52279.0,25.58,221117
India,Maize,1083.0,52279.0,24.92,17111
India,Maize,1083.0,52279.0,26.45,17111
India,Maize,1083.0,52279.0,25.58,17111
India,Maize,1083.0,52279.0,23.26,17111
India,Maize,1083.0,52279.0,25.68,17111
India,Maize,1083.0,52279.0,25.09,17111
India,Maize,1083.0,52279.0,24.71,17111
India,Maize,1083.0,52279.0,26.19,17111
India,Maize,1083.0,52279.0,27.47,17111
India,Maize,1083.0,52279.0,24.77,17111
India,Maize,1083.0,52279.0,24.83,17111
India,Maize,1083.0,52279.0,24.71,17111
India,Maize,1083.0,52279.0,23.26,17111
India,Maize,1083.0,52279.0,25.75,17111
India,Maize,1083.0,52279.0,24.71,17111
India,Maize,1083.0,52279.0,25.46,17111
India,Maize,1083.0,52279.0,25.21,17111
India,Maize,1083.0,52279.0,26.38,17111
India,Maize,1083.0,52279.0,24.55,17111
India,Maize,1083.0,52279.0,26.53,17111
India,Maize,1083.0,52279.0,26.53,17111
India,Maize,1083.0,52279.0,25.58,17111
India,Potatoes,1083.0,52279.0,24.92,193913
India,Potatoes,1083.0,52279.0,26.45,193913
India,Potatoes,1083.0,52279.0,25.58,193913
India,Potatoes,1083.0,52279.0,23.26,193913
India,Potatoes,1083.0,52279.0,25.68,193913
India,Potatoes,1083.0,52279.0,25.09,193913
India,Potatoes,1083.0,52279.0,24.71,193913
India,Potatoes,1083.0,52279.0,26.19,193913
India,Potatoes,1083.0,52279.0,27.47,193913
India,Potatoes,1083.0,52279.0,24.77,193913
India,Potatoes,1083.0,52279.0,24.83,193913
India,Potatoes,1083.0,52279.0,24.71,193913
India,Potatoes,1083.0,52279.0,23.26,193913
India,Potatoes,1083.0,52279.0,25.75,193913
India,Potatoes,1083.0,52279.0,24.71,193913
India,Potatoes,1083.0,52279.0,25.46,193913
India,Potatoes,1083.0,52279.0,25.21,193913
India,Potatoes,1083.0,52279.0,26.38,193913
India,Potatoes,1083.0,52279.0,24.55,193913
India,Potatoes,1083.0,52279.0,26.53,193913
India,Potatoes,1083.0,52279.0,26.53,193913
India,Potatoes,1083.0,52279.0,25.58,193913
India,"Rice, paddy",1083.0,52279.0,24.92,28457
India,"Rice, paddy",1083.0,52279.0,26.45,28457
India,"Rice, paddy",1083.0,52279.0,25.58,28457
India,"Rice, paddy",1083.0,52279.0,23.26,28457
India,"Rice, paddy",1083.0,52279.0,25.68,28457
India,"Rice, paddy",1083.0,52279.0,25.09,28457
India,"Rice, paddy",1083.0,52279.0,24.71,28457
India,"Rice, paddy",1083.0,52279.0,26.19,28457
India,"Rice, paddy",1083.0,52279.0,27.47,28457
India,"Rice, paddy",1083.0,52279.0,24.77,28457
India,"Rice, paddy",1083.0,52279.0,24.83,28457
India,"Rice, paddy",1083.0,52279.0,24.71,28457
India,"Rice, paddy",1083.0,52279.0,23.26,28457
India,"Rice, paddy",1083.0,52279.0,25.75,28457
India,"Rice, paddy",1083.0,52279.0,24.71,28457
India,"Rice, paddy",1083.0,52279.0,25.46,28457
India,"Rice, paddy",1083.0,52279.0,25.21,28457
India,"Rice, paddy",1083.0,52279.0,26.38,28457
India,"Rice, paddy",1083.0,52279.0,24.55,28457
India,"Rice, paddy",1083.0,52279.0,26.53,28457
India,"Rice, paddy",1083.0,52279.0,26.53,28457
India,"Rice, paddy",1083.0,52279.0,25.58,28457
India,Sorghum,1083.0,52279.0,24.92,6920
India,Sorghum,1083.0,52279.0,26.45,6920
India,Sorghum,1083.0,52279.0,25.58,6920
India,Sorghum,1083.0,52279.0,23.26,6920
India,Sorghum,1083.0,52279.0,25.68,6920
India,Sorghum,1083.0,52279.0,25.09,6920
India,Sorghum,1083.0,52279.0,24.71,6920
India,Sorghum,1083.0,52279.0,26.19,6920
India,Sorghum,1083.0,52279.0,27.47,6920
India,Sorghum,1083.0,52279.0,24.77,6920
India,Sorghum,1083.0,52279.0,24.83,6920
India,Sorghum,1083.0,52279.0,24.71,6920
India,Sorghum,1083.0,52279.0,23.26,6920
India,Sorghum,1083.0,52279.0,25.75,6920
India,Sorghum,1083.0,52279.0,24.71,6920
India,Sorghum,1083.0,52279.0,25.46,6920
India,Sorghum,1083.0,52279.0,25.21,6920
India,Sorghum,1083.0,52279.0,26.38,6920
India,Sorghum,1083.0,52279.0,24.55,6920
India,Sorghum,1083.0,52279.0,26.53,6920
India,Sorghum,1083.0,52279.0,26.53,6920
India,Sorghum,1083.0,52279.0,25.58,6920
India,Soybeans,1083.0,52279.0,24.92,10789
India,Soybeans,1083.0,52279.0,26.45,10789
India,Soybeans,1083.0,52279.0,25.58,10789
India,Soybeans,1083.0,52279.0,23.26,10789
India,Soybeans,1083.0,52279.0,25.68,10789
India,Soybeans,1083.0,52279.0,25.09,10789
India,Soybeans,1083.0,52279.0,24.71,10789
India,Soybeans,1083.0,52279.0,26.19,10789
India,Soybeans,1083.0,52279.0,27.47,10789
India,Soybeans,1083.0,52279.0,24.77,10789
India,Soybeans,1083.0,52279.0,24.83,10789
India,Soybeans,1083.0,52279.0,24.71,10789
India,Soybeans,1083.0,52279.0,23.26,10789
India,Soybeans,1083.0,52279.0,25.75,10789
India,Soybeans,1083.0,52279.0,24.71,10789
India,Soybeans,1083.0,52279.0,25.46,10789
India,Soybeans,1083.0,52279.0,25.21,10789
India,Soybeans,1083.0,52279.0,26.38,10789
